date,candle_begin_time,daily_return,cumulative_return,,
2023/9/7,2023/9/7,0.010650791,9.058637761,,
2023/9/8,2023/9/8,-0.001224349,9.046322473,,
2023/9/9,2023/9/9,-0.003209352,9.014080284,,
2023/9/10,2023/9/10,0.005464832,9.068805553,,
2023/9/11,2023/9/11,0.00096252,9.078496983,,
2023/9/12,2023/9/12,0.005710309,9.136048318,,
2023/9/13,2023/9/13,0.008071917,9.217865656,,
2023/9/14,2023/9/14,0.009264264,9.312526663,,
2023/9/15,2023/9/15,0.011460962,9.430718145,,
2023/9/16,2023/9/16,-0.00843553,9.342729505,,
2023/9/17,2023/9/17,0.040755346,9.764251029,,
2023/9/18,2023/9/18,0.004283158,9.810356015,,
2023/9/19,2023/9/19,0.001998189,9.83195715,,
2023/9/20,2023/9/20,0.006046328,9.897450713,,
2023/9/21,2023/9/21,-0.001348544,9.882755024,,
2023/9/22,2023/9/22,-0.001315408,9.868439762,,
2023/9/23,2023/9/23,-0.004158586,9.823242426,,
2023/9/24,2023/9/24,-0.014705563,9.664080551,,
2023/9/25,2023/9/25,-0.00505347,9.610189938,,
2023/9/26,2023/9/26,0.013114846,9.749340944,,
2023/9/27,2023/9/27,0.013008278,9.889171364,,
2023/9/28,2023/9/28,-0.004089084,9.844644631,,
2023/9/29,2023/9/29,0.006720489,9.917525942,,
2023/9/30,2023/9/30,0.002806593,9.948166993,,
2023/10/1,2023/10/1,0.003015435,9.981180478,,
2023/10/2,2023/10/2,0.006796844,10.05581785,,
2023/10/3,2023/10/3,0.001216273,10.06926474,,
2023/10/4,2023/10/4,0.012273671,10.20512526,,
2023/10/5,2023/10/5,-0.010978143,10.08211379,,
2023/10/6,2023/10/6,0.001683558,10.10077117,,
2023/10/7,2023/10/7,-0.004325895,10.0527504,,
2023/10/8,2023/10/8,0.009428106,10.1569569,,
2023/10/9,2023/10/9,0.006035801,10.22429807,,
2023/10/10,2023/10/10,-0.003197321,10.18841039,,
2023/10/11,2023/10/11,-0.000842997,10.17897859,,
2023/10/12,2023/10/12,-0.00210096,10.155492,,
2023/10/13,2023/10/13,0.007200198,10.23581375,,
2023/10/14,2023/10/14,0.003870647,10.27930362,,
2023/10/15,2023/10/15,0.00807412,10.37037407,,
2023/10/16,2023/10/16,0.008587489,10.46801703,,
2023/10/17,2023/10/17,0.021277988,10.71203335,,
2023/10/18,2023/10/18,0.013706714,10.87256684,,
2023/10/19,2023/10/19,0.00758168,10.96258085,,
2023/10/20,2023/10/20,-0.003404961,10.92184873,,
2023/10/21,2023/10/21,0.002433519,10.95086077,,
2023/10/22,2023/10/22,-0.010273174,10.8280875,,
2023/10/23,2023/10/23,0.022728907,11.096927,,
2023/10/24,2023/10/24,0.003942503,11.14461917,,
2023/10/25,2023/10/25,0.002435874,11.17420193,,
2023/10/26,2023/10/26,-0.009656205,11.05664534,,
2023/10/27,2023/10/27,-0.009768859,10.93886566,,
2023/10/28,2023/10/28,0.005440024,11.00381337,,
2023/10/29,2023/10/29,-0.007361715,10.91544473,,
2023/10/30,2023/10/30,0.004381918,10.96765723,,
2023/10/31,2023/10/31,0.009786573,11.08477957,,
2023/11/1,2023/11/1,0.010915741,11.2166939,,
2023/11/2,2023/11/2,-0.002888763,11.18140277,,
2023/11/3,2023/11/3,-0.004531671,11.12620065,,
2023/11/4,2023/11/4,0.017371912,11.33685594,,
2023/11/5,2023/11/5,0.020163656,11.58561207,,
2023/11/6,2023/11/6,0.013273407,11.75266602,,
2023/11/7,2023/11/7,-0.00301902,11.71416546,,
2023/11/8,2023/11/8,0.010843236,11.85202817,,
2023/11/9,2023/11/9,-0.000507428,11.84550669,,
2023/11/10,2023/11/10,0.004908962,11.90856479,,
2023/11/11,2023/11/11,0.006225538,11.98892755,,
2023/11/12,2023/11/12,0.013455691,12.16370254,,
2023/11/13,2023/11/13,0.007129944,12.25755901,,
2023/11/14,2023/11/14,-0.002481061,12.2246662,,
2023/11/15,2023/11/15,3.25E-05,12.22509626,,
2023/11/16,2023/11/16,-0.003854271,12.17412315,,
2023/11/17,2023/11/17,0.010836927,12.31689016,,
2023/11/18,2023/11/18,-0.008273702,12.20671018,,
2023/11/19,2023/11/19,-0.007428247,12.10860748,,
2023/11/20,2023/11/20,0.009464403,12.23267262,,
2023/11/21,2023/11/21,-0.006052602,12.15258052,,
2023/11/22,2023/11/22,-0.002977633,12.11341696,,
2023/11/23,2023/11/23,-0.006615422,12.02666617,,
2023/11/24,2023/11/24,0.012262196,12.18640169,,
2023/11/25,2023/11/25,-0.011745487,12.03152098,,
2023/11/26,2023/11/26,0.012533913,12.19485693,,
2023/11/27,2023/11/27,0.009791439,12.32405356,,
2023/11/28,2023/11/28,-0.012584621,12.1563754,,
2023/11/29,2023/11/29,-0.005253573,12.08725743,,
2023/11/30,2023/11/30,0.001308655,12.10438413,,
2023/12/1,2023/12/1,-0.003024456,12.06475049,,
2023/12/2,2023/12/2,0.009544549,12.18944765,,
2023/12/3,2023/12/3,0.004765746,12.2523052,,
2023/12/4,2023/12/4,0.02934649,12.64121384,,
2023/12/5,2023/12/5,0.001781069,12.66550979,,
2023/12/6,2023/12/6,-0.003331113,12.61998843,,
2023/12/7,2023/12/7,-0.000953354,12.60700375,,
2023/12/8,2023/12/8,0.004463563,12.66773947,,
2023/12/9,2023/12/9,0.008459196,12.78335756,,
2023/12/10,2023/12/10,-0.011836186,12.62021517,,
2023/12/11,2023/12/11,0.016981482,12.85150662,,
2023/12/12,2023/12/12,0.009284542,12.98011151,,
2023/12/13,2023/12/13,-0.003156155,12.93598811,,
2023/12/14,2023/12/14,0.001465738,12.95641461,,
2023/12/15,2023/12/15,0.006763014,13.05080204,,
2023/12/16,2023/12/16,-0.000327427,13.04620143,,
2023/12/17,2023/12/17,0.007570063,13.15253206,,
2023/12/18,2023/12/18,0.008937276,13.27901714,,
2023/12/19,2023/12/19,0.007984628,13.39302979,,
2023/12/20,2023/12/20,-0.004836348,13.32342009,,
2023/12/21,2023/12/21,-0.009383452,13.18901696,,
2023/12/22,2023/12/22,0.024389847,13.53508491,,
2023/12/23,2023/12/23,0.003092118,13.58002912,,
2023/12/24,2023/12/24,0.005845586,13.66525794,,
2023/12/25,2023/12/25,-0.026714235,13.27348679,,
2023/12/26,2023/12/26,0.030002572,13.70172811,,
2023/12/27,2023/12/27,0.00432962,13.765381,,
2023/12/28,2023/12/28,0.019182932,14.0486243,,
2023/12/29,2023/12/29,-0.005507234,13.965748,,
2023/12/30,2023/12/30,0.00470467,14.03615691,,
2023/12/31,2023/12/31,0.019843291,14.33452375,,
2024/1/1,2024/1/1,0.00359664,14.38967651,,
2024/1/2,2024/1/2,0.01255391,14.58287712,,
2024/1/3,2024/1/3,0.042267858,15.24153195,,
2024/1/4,2024/1/4,-0.013375842,15.02428779,,
2024/1/5,2024/1/5,0.008394227,15.1587993,,
2024/1/6,2024/1/6,-0.005992036,15.06197519,,
2024/1/7,2024/1/7,-0.012134657,14.86706862,,
2024/1/8,2024/1/8,-0.007004171,14.75593296,,
2024/1/9,2024/1/9,-0.002727319,14.71296151,,
2024/1/10,2024/1/10,-0.004217987,14.64668444,,
2024/1/11,2024/1/11,0.005745708,14.73658571,,
2024/1/12,2024/1/12,0.000258447,14.74065278,,
2024/1/13,2024/1/13,-0.00443148,14.67089839,,
2024/1/14,2024/1/14,-0.00186386,14.64169003,,
2024/1/15,2024/1/15,0.008278777,14.7711841,,
2024/1/16,2024/1/16,-0.005058597,14.69140403,,
2024/1/17,2024/1/17,-0.006932489,14.58262354,,
2024/1/18,2024/1/18,0.004162799,14.64749087,,
2024/1/19,2024/1/19,0.032539922,15.15665899,,
2024/1/20,2024/1/20,0.005113674,15.23927888,,
2024/1/21,2024/1/21,0.005486384,15.32837379,,
2024/1/22,2024/1/22,-0.008987806,15.18161753,,
2024/1/23,2024/1/23,0.003785359,15.24287076,,
2024/1/24,2024/1/24,0.000549064,15.25178914,,
2024/1/25,2024/1/25,0.001341286,15.27358743,,
2024/1/26,2024/1/26,-0.011037444,15.09396862,,
2024/1/27,2024/1/27,-0.009880167,14.93495753,,
2024/1/28,2024/1/28,-0.001878412,14.90502511,,
2024/1/29,2024/1/29,0.000275413,14.90940556,,
2024/1/30,2024/1/30,-0.002825932,14.86444665,,
2024/1/31,2024/1/31,0.015245624,15.10631004,,
2024/2/1,2024/2/1,0.004310594,15.17573781,,
2024/2/2,2024/2/2,-0.006814356,15.06551056,,
2024/2/3,2024/2/3,0.013998704,15.2904069,,
2024/2/4,2024/2/4,0.011705134,15.4810883,,
2024/2/5,2024/2/5,-0.005895181,15.3839293,,
2024/2/6,2024/2/6,0.01294855,15.59607742,,
2024/2/7,2024/2/7,-0.018562679,15.28800976,,
2024/2/8,2024/2/8,0.007319221,15.4072253,,
2024/2/9,2024/2/9,-0.008134007,15.27376881,,
2024/2/10,2024/2/10,-0.001409814,15.25082582,,
2024/2/11,2024/2/11,-0.003531359,15.19343833,,
2024/2/12,2024/2/12,-0.00524613,15.10848545,,
2024/2/13,2024/2/13,0.015272985,15.35451011,,
2024/2/14,2024/2/14,0.003017497,15.40385979,,
2024/2/15,2024/2/15,0.007221513,15.52232047,,
2024/2/16,2024/2/16,0.006299951,15.62641028,,
2024/2/17,2024/2/17,0.003016128,15.67655766,,
2024/2/18,2024/2/18,-0.005536206,15.58423279,,
2024/2/19,2024/2/19,0.005229176,15.67095467,,
2024/2/20,2024/2/20,0.016238289,15.94166244,,
2024/2/21,2024/2/21,0.010275515,16.11574675,,
2024/2/22,2024/2/22,0.012637458,16.33204629,,
2024/2/23,2024/2/23,0.00309412,16.38567372,,
2024/2/24,2024/2/24,0.000910858,16.4015096,,
2024/2/25,2024/2/25,0.002825467,16.450677,,
2024/2/26,2024/2/26,-0.001911541,16.41731932,,
2024/2/27,2024/2/27,0.009730114,16.58679182,,
2024/2/28,2024/2/28,-0.008795248,16.43211162,,
2024/2/29,2024/2/29,0.006133697,16.53903491,,
2024/3/1,2024/3/1,0.019727223,16.88503136,,
2024/3/2,2024/3/2,0.024346203,17.32046396,,
2024/3/3,2024/3/3,-0.003634077,17.25388598,,
2024/3/4,2024/3/4,0.019953262,17.61811055,,
2024/3/5,2024/3/5,-0.020715882,17.23241997,,
2024/3/6,2024/3/6,0.001343541,17.25691598,,
2024/3/7,2024/3/7,0.009560222,17.43145615,,
2024/3/8,2024/3/8,-0.021616892,17.03302535,,
2024/3/9,2024/3/9,0.001995457,17.06900948,,
2024/3/10,2024/3/10,-0.005501113,16.96960982,,
2024/3/11,2024/3/11,-0.006878826,16.84599999,,
2024/3/12,2024/3/12,0.015517441,17.12292424,,
2024/3/13,2024/3/13,0.002594508,17.16994432,,
2024/3/14,2024/3/14,-0.006421127,17.0532728,,
2024/3/15,2024/3/15,-0.001988883,17.01736694,,
2024/3/16,2024/3/16,-0.00643927,16.90134825,,
2024/3/17,2024/3/17,-0.000738901,16.88812093,,
2024/3/18,2024/3/18,0.029934593,17.42359456,,
2024/3/19,2024/3/19,-0.008507192,17.26686151,,
2024/3/20,2024/3/20,-0.001987196,17.23056167,,
2024/3/21,2024/3/21,0.01234053,17.45553646,,
2024/3/22,2024/3/22,-0.00115053,17.43430282,,
2024/3/23,2024/3/23,0.005330899,17.53257422,,
2024/3/24,2024/3/24,-0.008079889,17.38283308,,
2024/3/25,2024/3/25,-0.008589241,17.22493849,,
2024/3/26,2024/3/26,0.006003327,17.33434876,,
2024/3/27,2024/3/27,0.014408775,17.59852427,,
2024/3/28,2024/3/28,-0.006914889,17.46991753,,
2024/3/29,2024/3/29,0.011943994,17.69052211,,
2024/3/30,2024/3/30,7.43E-05,17.69191141,,
2024/3/31,2024/3/31,0.003189678,17.75153259,,
2024/4/1,2024/4/1,0.010696651,17.95211119,,
2024/4/2,2024/4/2,0.007225923,18.08905767,,
2024/4/3,2024/4/3,0.003304681,18.15214092,,
2024/4/4,2024/4/4,0.00493032,18.2465671,,
2024/4/5,2024/4/5,0.006751258,18.37650564,,
2024/4/6,2024/4/6,-0.015014563,18.08557588,,
2024/4/7,2024/4/7,-0.002055406,18.04634727,,
2024/4/8,2024/4/8,-0.003609787,17.97759402,,
2024/4/9,2024/4/9,0.010990367,18.18616475,,
2024/4/10,2024/4/10,0.012034206,18.417055,,
2024/4/11,2024/4/11,0.025971288,18.92134093,,
2024/4/12,2024/4/12,0.053845074,19.99400702,,
2024/4/13,2024/4/13,0.009694876,20.19754131,,
2024/4/14,2024/4/14,-0.004992052,20.09172208,,
2024/4/15,2024/4/15,0.003665806,20.16904024,,
2024/4/16,2024/4/16,0.000601783,20.18177941,,
2024/4/17,2024/4/17,0.004530317,20.27773959,,
2024/4/18,2024/4/18,0.002489078,20.33070154,,
2024/4/19,2024/4/19,-0.005082639,20.22228528,,
2024/4/20,2024/4/20,-0.004942916,20.11738531,,
2024/4/21,2024/4/21,-0.002900671,20.05613072,,
2024/4/22,2024/4/22,0.001385854,20.08531143,,
2024/4/23,2024/4/23,0.015842592,20.41935741,,
2024/4/24,2024/4/24,-0.006167655,20.2872502,,
2024/4/25,2024/4/25,-0.003447153,20.21386978,,
2024/4/26,2024/4/26,0.004504461,20.30942683,,
2024/4/27,2024/4/27,0.002406955,20.36071766,,
2024/4/28,2024/4/28,-0.009711828,20.15326605,,
2024/4/29,2024/4/29,-0.001170216,20.12851215,,
2024/4/30,2024/4/30,0.010625344,20.35300986,,
2024/5/1,2024/5/1,-0.010560122,20.12751948,,
2024/5/2,2024/5/2,0.000987922,20.14839182,,
2024/5/3,2024/5/3,-0.014564561,19.84037477,,
2024/5/4,2024/5/4,-0.005112988,19.73381818,,
2024/5/5,2024/5/5,0.000499526,19.74417526,,
2024/5/6,2024/5/6,0.004264355,19.83263579,,
2024/5/7,2024/5/7,0.017318805,20.19343215,,
2024/5/8,2024/5/8,0.016821819,20.54994424,,
2024/5/9,2024/5/9,-0.011317776,20.3060468,,
2024/5/10,2024/5/10,0.002675522,20.36305159,,
2024/5/11,2024/5/11,0.001968526,20.40510532,,
2024/5/12,2024/5/12,-0.001324889,20.37674594,,
2024/5/13,2024/5/13,0.021017357,20.82602864,,
2024/5/14,2024/5/14,0.017750453,21.21345053,,
2024/5/15,2024/5/15,0.000869935,21.2327748,,
2024/5/16,2024/5/16,0.016206156,21.59308262,,
2024/5/17,2024/5/17,-0.004131949,21.49972916,,
2024/5/18,2024/5/18,-0.003542527,21.42002327,,
2024/5/19,2024/5/19,0.01912222,21.8487439,,
2024/5/20,2024/5/20,-0.008925281,21.64481244,,
2024/5/21,2024/5/21,2.15E-05,21.64530038,,
2024/5/22,2024/5/22,-0.007440009,21.47681914,,
2024/5/23,2024/5/23,0.018185838,21.88557894,,
2024/5/24,2024/5/24,-0.000520259,21.87367251,,
2024/5/25,2024/5/25,-0.003231059,21.79976634,,
2024/5/26,2024/5/26,0.017577726,22.20053439,,
2024/5/27,2024/5/27,-0.00574255,22.06730415,,
2024/5/28,2024/5/28,0.00058149,22.08071755,,
2024/5/29,2024/5/29,-0.002010939,22.03430363,,
2024/5/30,2024/5/30,0.008414148,22.22811769,,
2024/5/31,2024/5/31,-0.010900731,21.97491423,,
2024/6/1,2024/6/1,0.023000642,22.503352,,
2024/6/2,2024/6/2,0.024648088,23.08266468,,
2024/6/3,2024/6/3,0.002877638,23.15196587,,
2024/6/4,2024/6/4,-0.002748717,23.08557894,,
2024/6/5,2024/6/5,0.003207658,23.16283725,,
2024/6/6,2024/6/6,-0.008292617,22.96246409,,
2024/6/7,2024/6/7,0.026896596,23.6069728,,
2024/6/8,2024/6/8,0.000382566,23.61638659,,
2024/6/9,2024/6/9,-0.02207449,23.07299241,,
2024/6/10,2024/6/10,0.014724765,23.42746156,,
2024/6/11,2024/6/11,0.001590237,23.46630701,,
2024/6/12,2024/6/12,-0.01051112,23.20913873,,
2024/6/13,2024/6/13,0.004986467,23.3298568,,
2024/6/14,2024/6/14,-0.000490289,23.31792813,,
2024/6/15,2024/6/15,0.001285407,23.34918656,,
2024/6/16,2024/6/16,-0.002178381,23.29614476,,
2024/6/17,2024/6/17,0.021941309,23.82923398,,
2024/6/18,2024/6/18,0.003158244,23.90765075,,
2024/6/19,2024/6/19,-0.002253668,23.85151718,,
2024/6/20,2024/6/20,0.012593347,24.16448096,,
2024/6/21,2024/6/21,0.001539392,24.20321895,,
2024/6/22,2024/6/22,-0.004634794,24.08640724,,
2024/6/23,2024/6/23,0.010213213,24.34262005,,
2024/6/24,2024/6/24,-0.008721741,24.12158829,,
2024/6/25,2024/6/25,-0.006366302,23.96165668,,
2024/6/26,2024/6/26,0.006980408,24.13589924,,
2024/6/27,2024/6/27,-0.0088462,23.91354205,,
2024/6/28,2024/6/28,0.003018281,23.98873814,,
2024/6/29,2024/6/29,-0.007060792,23.81229784,,
2024/6/30,2024/6/30,-0.007546882,23.62504237,,
2024/7/1,2024/7/1,0.011217221,23.9012669,,
2024/7/2,2024/7/2,0.005265593,24.03238685,,
2024/7/3,2024/7/3,0.007697418,24.22507159,,
2024/7/4,2024/7/4,0.008417095,24.43739341,,
2024/7/5,2024/7/5,0.009253254,24.67277206,,
2024/7/6,2024/7/6,-0.013472935,24.32688449,,
2024/7/7,2024/7/7,-0.000235697,24.32091502,,
2024/7/8,2024/7/8,0.003706613,24.41476984,,
2024/7/9,2024/7/9,-4.65E-05,24.41358865,,
2024/7/10,2024/7/10,-0.002978215,24.33790153,,
2024/7/11,2024/7/11,-0.002320313,24.27910965,,
2024/7/12,2024/7/12,0.000135942,24.28254616,,
2024/7/13,2024/7/13,0.000223044,24.28818528,,
2024/7/14,2024/7/14,-0.012341281,23.97609669,,
2024/7/15,2024/7/15,-0.017949082,23.52779867,,
2024/7/16,2024/7/16,0.004324204,23.63386189,,
2024/7/17,2024/7/17,0.00438358,23.7418464,,
2024/7/18,2024/7/18,-0.008842147,23.52307536,,
2024/7/19,2024/7/19,-0.001191982,23.4938443,,
2024/7/20,2024/7/20,-0.001030597,23.46860101,,
2024/7/21,2024/7/21,0.003891734,23.56382629,,
2024/7/22,2024/7/22,0.006485523,23.72313554,,
2024/7/23,2024/7/23,-0.003188571,23.64430406,,
2024/7/24,2024/7/24,0.003675027,23.73487253,,
2024/7/25,2024/7/25,0.002252569,23.79058954,,
2024/7/26,2024/7/26,0.002505371,23.85269916,,
2024/7/27,2024/7/27,-0.002493983,23.79071695,,
2024/7/28,2024/7/28,0.007996666,23.98896003,,
2024/7/29,2024/7/29,-0.001004937,23.9638477,,
2024/7/30,2024/7/30,0.004299721,24.07118529,,
2024/7/31,2024/7/31,-0.005925339,23.92263002,,
2024/8/1,2024/8/1,0.010855431,24.1931759,,
2024/8/2,2024/8/2,0.009688278,24.43725439,,
2024/8/3,2024/8/3,0.002984085,24.51316131,,
2024/8/4,2024/8/4,0.006475449,24.67837048,,
2024/8/5,2024/8/5,0.015175202,25.06804492,,
2024/8/6,2024/8/6,0.005556023,25.21287957,,
2024/8/7,2024/8/7,-0.003989538,25.1083023,,
2024/8/8,2024/8/8,-0.005880285,24.95477803,,
2024/8/9,2024/8/9,0.001969934,25.00590722,,
2024/8/10,2024/8/10,0.008944549,25.23851834,,
2024/8/11,2024/8/11,-0.001800778,25.19126859,,
2024/8/12,2024/8/12,0.010097889,25.45574513,,
2024/8/13,2024/8/13,-0.003117782,25.37326187,,
2024/8/14,2024/8/14,-0.001804715,25.32566564,,
2024/8/15,2024/8/15,-0.004448998,25.2085428,,
2024/8/16,2024/8/16,-0.002019648,25.15561076,,
2024/8/17,2024/8/17,0.023858524,25.77964503,,
2024/8/18,2024/8/18,0.012561082,26.11602636,,
2024/8/19,2024/8/19,0.0021014,26.17300797,,
2024/8/20,2024/8/20,-0.003537532,26.07688259,,
2024/8/21,2024/8/21,0.006899217,26.26369188,,
2024/8/22,2024/8/22,-0.007687972,26.05408939,,
2024/8/23,2024/8/23,-0.016285919,25.61348867,,
2024/8/24,2024/8/24,-0.009294691,25.36612452,,
2024/8/25,2024/8/25,0.003422414,25.45636031,,
2024/8/26,2024/8/26,0.003123284,25.53899104,,
2024/8/27,2024/8/27,-0.006441981,25.36802738,,
2024/8/28,2024/8/28,0.002579982,25.43605642,,
2024/8/29,2024/8/29,0.002906832,25.51290161,,
2024/8/30,2024/8/30,-0.001520864,25.47257909,,
2024/8/31,2024/8/31,0.00739212,25.66826758,,
2024/9/1,2024/9/1,0.007458108,25.86716239,,
2024/9/2,2024/9/2,0.001490484,25.90720745,,
2024/9/3,2024/9/3,0.01217865,26.2349009,,
2024/9/4,2024/9/4,0.00073342,26.25487552,,
2024/9/5,2024/9/5,-0.003281055,26.16545076,,
2024/9/6,2024/9/6,-0.001899237,26.11385712,,
2024/9/7,2024/9/7,0.005882701,26.27335983,,
2024/9/8,2024/9/8,-0.003962967,26.1652764,,
2024/9/9,2024/9/9,-0.008695874,25.92905057,,
2024/9/10,2024/9/10,0.010147682,26.20231802,,
2024/9/11,2024/9/11,-0.001790639,26.15360849,,
2024/9/12,2024/9/12,0.003729008,26.25486451,,
2024/9/13,2024/9/13,0.00557276,26.40674933,,
2024/9/14,2024/9/14,0.004468319,26.52921143,,
2024/9/15,2024/9/15,0.021682624,27.12611697,,
2024/9/16,2024/9/16,0.023947511,27.79966748,,
2024/9/17,2024/9/17,0.017548144,28.3050482,,
2024/9/18,2024/9/18,0.005683201,28.47159467,,
2024/9/19,2024/9/19,-0.004365468,28.34293738,,
2024/9/20,2024/9/20,0.016364452,28.82311846,,
2024/9/21,2024/9/21,0.005339205,28.98235019,,
2024/9/22,2024/9/22,0.013395336,29.38397385,,
2024/9/23,2024/9/23,-0.01212708,29.01550496,,
2024/9/24,2024/9/24,-0.011308122,28.67608596,,
2024/9/25,2024/9/25,-0.01112058,28.34607066,,
2024/9/26,2024/9/26,0.000213359,28.3523319,,
2024/9/27,2024/9/27,-0.002083615,28.29117294,,
2024/9/28,2024/9/28,-0.006775842,28.09270057,,
2024/9/29,2024/9/29,0.00504935,28.23959979,,
2024/9/30,2024/9/30,0.003680659,28.34722078,,
2024/10/1,2024/10/1,-0.001351455,28.30755934,,
2024/10/2,2024/10/2,-0.003769465,28.19708551,,
2024/10/3,2024/10/3,0.006035377,28.37330093,,
2024/10/4,2024/10/4,-0.001883727,28.31796964,,
2024/10/5,2024/10/5,0.002715044,28.39756921,,
2024/10/6,2024/10/6,0.002167487,28.46128805,,
2024/10/7,2024/10/7,0.008664832,28.71656516,,
2024/10/8,2024/10/8,0.002038951,28.77715578,,
2024/10/9,2024/10/9,-0.004410538,28.64582249,,
2024/10/10,2024/10/10,-0.005145612,28.49327658,,
2024/10/11,2024/10/11,-0.000837426,28.46857814,,
2024/10/12,2024/10/12,0.010084242,28.76574642,,
2024/10/13,2024/10/13,0.003018601,28.85559733,,
2024/10/14,2024/10/14,0.005020538,29.0054885,,
2024/10/15,2024/10/15,0.009793949,29.29936072,,
2024/10/16,2024/10/16,0.006086379,29.48377412,,
2024/10/17,2024/10/17,-0.0032568,29.38449456,,
2024/10/18,2024/10/18,-0.011332787,29.04015354,,
2024/10/19,2024/10/19,0.002105431,29.10340101,,
2024/10/20,2024/10/20,-0.002398875,29.03118671,,
2024/10/21,2024/10/21,0.009383176,29.31297461,,
2024/10/22,2024/10/22,-0.001767947,29.25938287,,
2024/10/23,2024/10/23,-0.003272752,29.16035143,,
2024/10/24,2024/10/24,0.013104825,29.55559755,,
2024/10/25,2024/10/25,-0.001373376,29.51363321,,
2024/10/26,2024/10/26,-0.00606794,29.32847831,,
2024/10/27,2024/10/27,0.00626147,29.51837918,,
2024/10/28,2024/10/28,0.007287146,29.74077106,,
2024/10/29,2024/10/29,-0.013137291,29.33692062,,
2024/10/30,2024/10/30,0.007772494,29.57271414,,
2024/10/31,2024/10/31,0.009390572,29.85980941,,
2024/11/1,2024/11/1,-0.00459547,29.71799408,,
2024/11/2,2024/11/2,0.02150208,30.37849484,,
2024/11/3,2024/11/3,0.001397896,30.42235872,,
2024/11/4,2024/11/4,0.011695354,30.78985432,,
2024/11/5,2024/11/5,-0.010553547,30.45435861,,
2024/11/6,2024/11/6,-0.017581204,29.90135311,,
2024/11/7,2024/11/7,-0.003415325,29.79581495,,
2024/11/8,2024/11/8,0.014528209,30.243223,,
2024/11/9,2024/11/9,-0.002845203,30.15432968,,
2024/11/10,2024/11/10,0.011370697,30.50857612,,
2024/11/11,2024/11/11,0.004105006,30.637919,,
2024/11/12,2024/11/12,0.005107028,30.79949473,,
2024/11/13,2024/11/13,-0.014251484,30.34630474,,
2024/11/14,2024/11/14,-0.011507427,29.98558943,,
2024/11/15,2024/11/15,-0.012586271,29.59559641,,
2024/11/16,2024/11/16,0.024958109,30.35920464,,
2024/11/17,2024/11/17,-0.016003822,29.85733752,,
2024/11/18,2024/11/18,0.017456746,30.39600622,,
2024/11/19,2024/11/19,-0.007215939,30.16945456,,
2024/11/20,2024/11/20,0.012931388,30.57251886,,
2024/11/21,2024/11/21,-0.004113413,30.44264805,,
2024/11/22,2024/11/22,0.044395382,31.83855642,,
2024/11/23,2024/11/23,0.037602999,33.07338461,,
2024/11/24,2024/11/24,0.025128833,33.92960898,,
2024/11/25,2024/11/25,0.003412234,34.04879699,,
2024/11/26,2024/11/26,-0.008031781,33.76729272,,
2024/11/27,2024/11/27,-0.000581637,33.74707079,,
2024/11/28,2024/11/28,-0.006313717,33.52768761,,
2024/11/29,2024/11/29,-0.011415485,33.1335373,,
2024/11/30,2024/11/30,0.01982755,33.81032172,,
2024/12/1,2024/12/1,-0.001757892,33.74912892,,
2024/12/2,2024/12/2,0.031640525,34.84860959,,
2024/12/3,2024/12/3,0.009306247,35.18222562,,
2024/12/4,2024/12/4,-0.004281698,35.02730427,,
2024/12/5,2024/12/5,-0.006822206,34.78151858,,
2024/12/6,2024/12/6,-0.001253274,34.73667453,,
2024/12/7,2024/12/7,-0.017768413,34.10169053,,
2024/12/8,2024/12/8,-0.005835323,33.89686082,,
2024/12/9,2024/12/9,0.026746815,34.83024069,,
2024/12/10,2024/12/10,-0.003898027,34.69057344,,
2024/12/11,2024/12/11,-0.00418487,34.54121301,,
2024/12/12,2024/12/12,0.019425984,35.23163604,,
2024/12/13,2024/12/13,0.008268999,35.5312354,,
2024/12/14,2024/12/14,-0.00339374,35.40725787,,
2024/12/15,2024/12/15,0.011625598,35.83051402,,
2024/12/16,2024/12/16,0.011409907,36.25074677,,
2024/12/17,2024/12/17,0.013369283,36.74876255,,
2024/12/18,2024/12/18,-0.00368561,36.60963533,,
2024/12/19,2024/12/19,0.016475394,37.22926889,,
2024/12/20,2024/12/20,0.007312692,37.50882777,,
2024/12/21,2024/12/21,-0.002308765,37.41991993,,
2024/12/22,2024/12/22,-0.007791755,37.12056132,,
2024/12/23,2024/12/23,-0.007059248,36.85145884,,
2024/12/24,2024/12/24,0.001111383,36.8935263,,
2024/12/25,2024/12/25,0.032075247,38.10897051,,
2024/12/26,2024/12/26,-0.004984413,37.91403525,,
2024/12/27,2024/12/27,0.002795546,38.02282124,,
2024/12/28,2024/12/28,-4.95E-05,38.02088903,,
2024/12/29,2024/12/29,0.001925899,38.09603933,,
2024/12/30,2024/12/30,-0.008139443,37.77781932,,
2024/12/31,2024/12/31,0.006318641,38.02284243,,1.642369508
2025/1/1,2025/1/1,-0.003926154,37.86963276,,
2025/1/2,2025/1/2,-0.010082914,37.47771359,,
2025/1/3,2025/1/3,-0.010897545,37.05840097,,
2025/1/4,2025/1/4,0.001437306,37.11310255,,
2025/1/5,2025/1/5,0.009298287,37.46748911,,
2025/1/6,2025/1/6,-0.0006736,37.44157742,,
2025/1/7,2025/1/7,0.018862542,38.1666833,,
2025/1/8,2025/1/8,0.012364876,38.6509745,,
2025/1/9,2025/1/9,0.018245088,39.37441003,,
