date,candle_begin_time,daily_return,cumulative_return,,
2022/5/5,2022/5/5,0.000429907,3.603246847,,
2022/5/6,2022/5/6,0.013066314,3.663394316,,
2022/5/7,2022/5/7,0.010552819,3.712606272,,
2022/5/8,2022/5/8,0.006750922,3.744420708,,
2022/5/9,2022/5/9,0.002799021,3.75770044,,
2022/5/10,2022/5/10,0.009096036,3.800976653,,
2022/5/11,2022/5/11,-0.022257048,3.694121083,,
2022/5/12,2022/5/12,-0.025160644,3.576013975,,
2022/5/13,2022/5/13,0.012464131,3.633050013,,
2022/5/14,2022/5/14,0.011086027,3.68441213,,
2022/5/15,2022/5/15,-0.003180149,3.669515002,,
2022/5/16,2022/5/16,-0.01055292,3.620237986,,
2022/5/17,2022/5/17,0.006670055,3.651055226,,
2022/5/18,2022/5/18,0.003055678,3.665267354,,
2022/5/19,2022/5/19,0.011159201,3.71732801,,
2022/5/20,2022/5/20,-7.04E-05,3.716995797,,
2022/5/21,2022/5/21,0.019043318,3.80682305,,
2022/5/22,2022/5/22,-0.005667837,3.779578758,,
2022/5/23,2022/5/23,0.001888164,3.788603387,,
2022/5/24,2022/5/24,0.013977899,3.855538001,,
2022/5/25,2022/5/25,-0.000135746,3.854878883,,
2022/5/26,2022/5/26,0.012394461,3.91505249,,
2022/5/27,2022/5/27,-0.007590431,3.877745126,,
2022/5/28,2022/5/28,0.001002697,3.882636028,,
2022/5/29,2022/5/29,0.012422774,3.943291911,,
2022/5/30,2022/5/30,-0.019313987,3.847817237,,
2022/5/31,2022/5/31,0.001891167,3.856985268,,
2022/6/1,2022/6/1,0.006303125,3.887599455,,
2022/6/2,2022/6/2,-0.016092174,3.808947353,,
2022/6/3,2022/6/3,0.009963435,3.856860989,,
2022/6/4,2022/6/4,-0.010883232,3.804002642,,
2022/6/5,2022/6/5,0.01681544,3.884784062,,
2022/6/6,2022/6/6,-0.015716546,3.80801213,,
2022/6/7,2022/6/7,0.053874308,4.067040457,,
2022/6/8,2022/6/8,0.051275036,4.326853138,,
2022/6/9,2022/6/9,-0.017756019,4.232269435,,
2022/6/10,2022/6/10,-0.003676123,4.213034969,,
2022/6/11,2022/6/11,0.012514526,4.278273632,,
2022/6/12,2022/6/12,0.01100539,4.336363091,,
2022/6/13,2022/6/13,-0.007590434,4.295857782,,
2022/6/14,2022/6/14,0.00151509,4.303881484,,
2022/6/15,2022/6/15,0.012775613,4.371641821,,
2022/6/16,2022/6/16,-0.001771497,4.362125973,,
2022/6/17,2022/6/17,-0.000946389,4.357051316,,
2022/6/18,2022/6/18,0.01317285,4.427618951,,
2022/6/19,2022/6/19,-0.009889825,4.373940748,,
2022/6/20,2022/6/20,0.009530504,4.425157114,,
2022/6/21,2022/6/21,0.005998526,4.457700061,,
2022/6/22,2022/6/22,-0.009831826,4.404040903,,
2022/6/23,2022/6/23,-0.011243497,4.343280586,,
2022/6/24,2022/6/24,0.004222948,4.365844982,,
2022/6/25,2022/6/25,-0.004803368,4.340070854,,
2022/6/26,2022/6/26,-0.008424122,4.295085444,,
2022/6/27,2022/6/27,-0.005102646,4.268066496,,
2022/6/28,2022/6/28,-0.006624989,4.233165613,,
2022/6/29,2022/6/29,-0.005402662,4.204892587,,
2022/6/30,2022/6/30,0.007203606,4.242386583,,
2022/7/1,2022/7/1,0.009792293,4.293721568,,
2022/7/2,2022/7/2,-0.003438947,4.275516738,,
2022/7/3,2022/7/3,-0.00523677,4.247890071,,
2022/7/4,2022/7/4,-0.001479273,4.240127008,,
2022/7/5,2022/7/5,-0.001358111,4.233010335,,
2022/7/6,2022/7/6,-0.001177823,4.226846775,,
2022/7/7,2022/7/7,-0.001066586,4.221271892,,
2022/7/8,2022/7/8,0.006327989,4.254312041,,
2022/7/9,2022/7/9,-0.004863171,4.228759421,,
2022/7/10,2022/7/10,0.000484491,4.231292711,,
2022/7/11,2022/7/11,0.008301117,4.274718282,,
2022/7/12,2022/7/12,-0.000917038,4.269881163,,
2022/7/13,2022/7/13,0.009482125,4.319850834,,
2022/7/14,2022/7/14,-0.00041578,4.317638947,,
2022/7/15,2022/7/15,0.003436058,4.335910662,,
2022/7/16,2022/7/16,-0.004713961,4.310757389,,
2022/7/17,2022/7/17,0.004526671,4.334797438,,
2022/7/18,2022/7/18,0.00537605,4.363477574,,
2022/7/19,2022/7/19,-0.00052552,4.360658961,,
2022/7/20,2022/7/20,-0.003670086,4.340984879,,
2022/7/21,2022/7/21,-0.002675752,4.32669373,,
2022/7/22,2022/7/22,-0.004560816,4.302399658,,
2022/7/23,2022/7/23,-0.004922077,4.276300838,,
2022/7/24,2022/7/24,-0.002096632,4.265238379,,
2022/7/25,2022/7/25,0.010614598,4.321126768,,
2022/7/26,2022/7/26,-0.00623887,4.287928952,,
2022/7/27,2022/7/27,0.002270151,4.299933349,,
2022/7/28,2022/7/28,0.010281202,4.354423037,,
2022/7/29,2022/7/29,0.007827007,4.396332145,,
2022/7/30,2022/7/30,-0.01258727,4.328407056,,
2022/7/31,2022/7/31,-0.002614734,4.314474687,,
2022/8/1,2022/8/1,0.003175387,4.331350202,,
2022/8/2,2022/8/2,-0.007532213,4.291193335,,
2022/8/3,2022/8/3,0.004937031,4.317316123,,
2022/8/4,2022/8/4,0.007466984,4.357020439,,
2022/8/5,2022/8/5,-0.002108562,4.345724827,,
2022/8/6,2022/8/6,-0.002866183,4.330403003,,
2022/8/7,2022/8/7,0.004406136,4.353889484,,
2022/8/8,2022/8/8,0.001825142,4.363661092,,
2022/8/9,2022/8/9,-0.00521889,4.335668734,,
2022/8/10,2022/8/10,-0.001895004,4.325557619,,
2022/8/11,2022/8/11,-0.000257508,4.324186245,,
2022/8/12,2022/8/12,-0.001635275,4.315479734,,
2022/8/13,2022/8/13,0.000369204,4.317442228,,
2022/8/14,2022/8/14,0.013283854,4.388078357,,
2022/8/15,2022/8/15,-0.0083944,4.342848673,,
2022/8/16,2022/8/16,0.007702178,4.384000246,,
2022/8/17,2022/8/17,-0.003656993,4.364310994,,
2022/8/18,2022/8/18,0.012101758,4.429228586,,
2022/8/19,2022/8/19,-0.004740947,4.403488902,,
2022/8/20,2022/8/20,0.005105915,4.431078656,,
2022/8/21,2022/8/21,-0.005678347,4.400239105,,
2022/8/22,2022/8/22,0.011467269,4.4621651,,
2022/8/23,2022/8/23,0.002814315,4.477537351,,
2022/8/24,2022/8/24,0.005976581,4.510274298,,
2022/8/25,2022/8/25,-0.008625149,4.462747363,,
2022/8/26,2022/8/26,0.000735644,4.466766002,,
2022/8/27,2022/8/27,-0.003471719,4.447786926,,
2022/8/28,2022/8/28,-0.000510307,4.445006879,,
2022/8/29,2022/8/29,-0.002364954,4.432129688,,
2022/8/30,2022/8/30,0.026019676,4.573471944,,
2022/8/31,2022/8/31,0.010399586,4.631433747,,
2022/9/1,2022/9/1,0.005196747,4.660698881,,
2022/9/2,2022/9/2,-0.005561193,4.629218642,,
2022/9/3,2022/9/3,0.000335282,4.631106017,,
2022/9/4,2022/9/4,-0.001614773,4.622013059,,
2022/9/5,2022/9/5,0.002192565,4.634339687,,
2022/9/6,2022/9/6,-0.003916736,4.612271463,,
2022/9/7,2022/9/7,-0.014718969,4.529664616,,
2022/9/8,2022/9/8,-0.001773357,4.519858545,,
2022/9/9,2022/9/9,0.006458479,4.555508434,,
2022/9/10,2022/9/10,-0.005181963,4.526719995,,
2022/9/11,2022/9/11,-0.003850953,4.505436855,,
2022/9/12,2022/9/12,0.05758636,4.822474925,,
2022/9/13,2022/9/13,-0.044981043,4.560573928,,
2022/9/14,2022/9/14,0.021818224,4.681895773,,
2022/9/15,2022/9/15,0.002562008,4.696452833,,
2022/9/16,2022/9/16,-0.016092455,4.604782925,,
2022/9/17,2022/9/17,-0.003693579,4.584081215,,
2022/9/18,2022/9/18,0.02173483,4.705450274,,
2022/9/19,2022/9/19,-0.008163424,4.658874264,,
2022/9/20,2022/9/20,0.002681256,4.674047156,,
2022/9/21,2022/9/21,0.000287556,4.675678764,,
2022/9/22,2022/9/22,0.005050652,4.704344645,,
2022/9/23,2022/9/23,0.002764532,4.720114488,,
2022/9/24,2022/9/24,0.009623865,4.775164097,,
2022/9/25,2022/9/25,0.010092954,4.833452564,,
2022/9/26,2022/9/26,-0.045716931,4.566765015,,
2022/9/27,2022/9/27,0.000486488,4.56947318,,
2022/9/28,2022/9/28,-0.001771996,4.559604096,,
2022/9/29,2022/9/29,-0.002499238,4.545709325,,
2022/9/30,2022/9/30,-0.000263163,4.544249897,,
2022/10/1,2022/10/1,0.002476516,4.557980317,,
2022/10/2,2022/10/2,0.007723748,4.600908759,,
2022/10/3,2022/10/3,0.002307321,4.613831853,,
2022/10/4,2022/10/4,0.002303797,4.62676498,,
2022/10/5,2022/10/5,-0.000152697,4.625905788,,
2022/10/6,2022/10/6,-0.008271429,4.579371507,,
2022/10/7,2022/10/7,-0.004358346,4.555054675,,
2022/10/8,2022/10/8,0.002893792,4.571129848,,
2022/10/9,2022/10/9,0.000350606,4.573083119,,
2022/10/10,2022/10/10,0.017265252,4.669303801,,
2022/10/11,2022/10/11,-0.003224995,4.651020322,,
2022/10/12,2022/10/12,-0.001371516,4.643269858,,
2022/10/13,2022/10/13,-9.79E-05,4.642717641,,
2022/10/14,2022/10/14,-0.000426982,4.640308304,,
2022/10/15,2022/10/15,-0.000377205,4.638180753,,
2022/10/16,2022/10/16,-0.001694659,4.628625957,,
2022/10/17,2022/10/17,-0.005430478,4.598059829,,
2022/10/18,2022/10/18,0.008561749,4.645989012,,
2022/10/19,2022/10/19,-0.000275914,4.644431206,,
2022/10/20,2022/10/20,0.001861161,4.654936399,,
2022/10/21,2022/10/21,0.004691951,4.681469083,,
2022/10/22,2022/10/22,0.003301816,4.700228247,,
2022/10/23,2022/10/23,0.001181635,4.706963839,,
2022/10/24,2022/10/24,0.007222881,4.748184561,,
2022/10/25,2022/10/25,-0.004086488,4.724694673,,
2022/10/26,2022/10/26,0.006522767,4.762035521,,
2022/10/27,2022/10/27,0.005589593,4.794242957,,
2022/10/28,2022/10/28,0.015872411,4.886211561,,
2022/10/29,2022/10/29,0.01375664,4.967186055,,
2022/10/30,2022/10/30,-0.003318747,4.947382474,,
2022/10/31,2022/10/31,-0.001545504,4.938190773,,
2022/11/1,2022/11/1,0.004503402,4.964932835,,
2022/11/2,2022/11/2,-0.000192347,4.963785496,,
2022/11/3,2022/11/3,0.026049524,5.119139267,,
2022/11/4,2022/11/4,8.91E-05,5.119684722,,
2022/11/5,2022/11/5,-0.004752446,5.09060125,,
2022/11/6,2022/11/6,-0.009875543,5.030453256,,
2022/11/7,2022/11/7,0.004967844,5.060411608,,
2022/11/8,2022/11/8,-0.009351197,5.003739507,,
2022/11/9,2022/11/9,-0.001369321,4.995518461,,
2022/11/10,2022/11/10,-0.006634009,4.955744138,,
2022/11/11,2022/11/11,-0.00222647,4.942483855,,
2022/11/12,2022/11/12,-0.017362902,4.839305092,,
2022/11/13,2022/11/13,0.024031229,4.97963077,,
2022/11/14,2022/11/14,0.006333421,5.01750229,,
2022/11/15,2022/11/15,-0.006467259,4.978585546,,
2022/11/16,2022/11/16,-0.005404212,4.946276005,,
2022/11/17,2022/11/17,0.000314225,4.948144473,,
2022/11/18,2022/11/18,0.00027838,4.949800315,,
2022/11/19,2022/11/19,0.0017586,4.960263632,,
2022/11/20,2022/11/20,0.009284057,5.015599059,,
2022/11/21,2022/11/21,0.00632283,5.053634671,,
2022/11/22,2022/11/22,-0.005956972,5.017573338,,
2022/11/23,2022/11/23,0.004431858,5.04424237,,
2022/11/24,2022/11/24,-0.001354216,5.036057161,,
2022/11/25,2022/11/25,0.000162618,5.037038734,,
2022/11/26,2022/11/26,0.002579728,5.052612651,,
2022/11/27,2022/11/27,-0.00287075,5.035237116,,
2022/11/28,2022/11/28,0.007717217,5.081812349,,
2022/11/29,2022/11/29,-0.00308525,5.063048436,,
2022/11/30,2022/11/30,0.017267842,5.167744197,,
2022/12/1,2022/12/1,-0.004237856,5.141606184,,
2022/12/2,2022/12/2,-0.008911221,5.086876977,,
2022/12/3,2022/12/3,0.005507513,5.120400531,,
2022/12/4,2022/12/4,0.000171107,5.121447777,,
2022/12/5,2022/12/5,-0.000920329,5.115814032,,
2022/12/6,2022/12/6,0.003169709,5.135199385,,
2022/12/7,2022/12/7,0.006110712,5.172689821,,
2022/12/8,2022/12/8,-0.003346562,5.15203253,,
2022/12/9,2022/12/9,0.002762808,5.169029412,,
2022/12/10,2022/12/10,0.003008766,5.187590581,,
2022/12/11,2022/12/11,0.006147782,5.22563054,,
2022/12/12,2022/12/12,0.003842782,5.24955428,,
2022/12/13,2022/12/13,0.001695111,5.26014797,,
2022/12/14,2022/12/14,0.004978706,5.291315403,,
2022/12/15,2022/12/15,-0.006038917,5.25332267,,
2022/12/16,2022/12/16,0.021655489,5.388741432,,
2022/12/17,2022/12/17,-0.003265444,5.367879353,,
2022/12/18,2022/12/18,0.002031072,5.380812976,,
2022/12/19,2022/12/19,0.007997166,5.431841398,,
2022/12/20,2022/12/20,-0.002491077,5.415819183,,
2022/12/21,2022/12/21,0.007631981,5.46478459,,
2022/12/22,2022/12/22,-0.003767993,5.440425324,,
2022/12/23,2022/12/23,-0.004097338,5.414036725,,
2022/12/24,2022/12/24,0.000968061,5.420245901,,
2022/12/25,2022/12/25,0.000190358,5.421468043,,
2022/12/26,2022/12/26,-0.001116673,5.414297362,,
2022/12/27,2022/12/27,0.00153665,5.424153895,,
2022/12/28,2022/12/28,0.009352444,5.484235438,,
2022/12/29,2022/12/29,0.002349329,5.499469043,,
2022/12/30,2022/12/30,0.000334858,5.501645441,,
2022/12/31,2022/12/31,-0.001164893,5.494071723,,
2023/1/1,2023/1/1,0.000418994,5.496792701,,
2023/1/2,2023/1/2,0.000170633,5.497901269,,
2023/1/3,2023/1/3,-0.001363293,5.489042724,,
2023/1/4,2023/1/4,0.00117605,5.496674165,,
2023/1/5,2023/1/5,-0.002251344,5.482047916,,
2023/1/6,2023/1/6,3.24E-05,5.482257621,,
2023/1/7,2023/1/7,0.000323219,5.484352812,,
2023/1/8,2023/1/8,0.013131101,5.569499504,,
2023/1/9,2023/1/9,-0.005346393,5.534376378,,
2023/1/10,2023/1/10,-0.00406801,5.507794473,,
2023/1/11,2023/1/11,-0.001364375,5.498915399,,
2023/1/12,2023/1/12,-0.007628026,5.449341503,,
2023/1/13,2023/1/13,-0.004795477,5.418413834,,
2023/1/14,2023/1/14,0.006994359,5.463306522,,
2023/1/15,2023/1/15,-0.003285847,5.442069088,,
2023/1/16,2023/1/16,-0.006797926,5.398276381,,
2023/1/17,2023/1/17,-0.009425402,5.337970052,,
2023/1/18,2023/1/18,-0.012323873,5.259861713,,
2023/1/19,2023/1/19,-0.012798401,5.179745496,,
2023/1/20,2023/1/20,0.009622459,5.23920984,,
2023/1/21,2023/1/21,0.003223406,5.259321349,,
2023/1/22,2023/1/22,0.016852372,5.364805759,,
2023/1/23,2023/1/23,-0.006598027,5.322810598,,
2023/1/24,2023/1/24,0.010543682,5.389476305,,
2023/1/25,2023/1/25,-0.011905468,5.313406599,,
2023/1/26,2023/1/26,0.011010148,5.382918138,,
2023/1/27,2023/1/27,-0.003949199,5.357710723,,
2023/1/28,2023/1/28,-0.02135863,5.221918731,,
2023/1/29,2023/1/29,-0.006867957,5.17918686,,
2023/1/30,2023/1/30,0.002984591,5.197629208,,
2023/1/31,2023/1/31,-0.002892704,5.179701302,,
2023/2/1,2023/2/1,-0.010086116,5.11737212,,
2023/2/2,2023/2/2,0.003701554,5.140015903,,
2023/2/3,2023/2/3,0.00152381,5.149372119,,
2023/2/4,2023/2/4,0.003502553,5.170910623,,
2023/2/5,2023/2/5,0.006888204,5.213417112,,
2023/2/6,2023/2/6,0.001406396,5.222155634,,
2023/2/7,2023/2/7,0.004851546,5.252342711,,
2023/2/8,2023/2/8,0.000839585,5.257592084,,
2023/2/9,2023/2/9,0.016865925,5.363132163,,
2023/2/10,2023/2/10,0.004744761,5.393323705,,
2023/2/11,2023/2/11,0.00576637,5.430189978,,
2023/2/12,2023/2/12,0.001941181,5.442672137,,
2023/2/13,2023/2/13,0.00291268,5.461437579,,
2023/2/14,2023/2/14,-0.011325833,5.388256419,,
2023/2/15,2023/2/15,-0.00965542,5.326575117,,
2023/2/16,2023/2/16,0.016623985,5.431748008,,
2023/2/17,2023/2/17,0.00483137,5.462822161,,
2023/2/18,2023/2/18,-0.000640832,5.458680577,,
2023/2/19,2023/2/19,0.011167294,5.530806559,,
2023/2/20,2023/2/20,0.006501468,5.573266392,,
2023/2/21,2023/2/21,-0.00304379,5.553258749,,
2023/2/22,2023/2/22,-0.001563676,5.543011576,,
2023/2/23,2023/2/23,-0.009463637,5.481090889,,
2023/2/24,2023/2/24,0.020127536,5.611539278,,
2023/2/25,2023/2/25,-0.0072903,5.563339172,,
2023/2/26,2023/2/26,-0.000543975,5.559768881,,
2023/2/27,2023/2/27,0.018729083,5.682627337,,
2023/2/28,2023/2/28,0.009789004,5.748043604,,
2023/3/1,2023/3/1,-0.011654203,5.669400537,,
2023/3/2,2023/3/2,0.000356021,5.671774984,,
2023/3/3,2023/3/3,0.004939824,5.704732378,,
2023/3/4,2023/3/4,0.020431296,5.84171875,,
2023/3/5,2023/3/5,-0.006742041,5.795591603,,
2023/3/6,2023/3/6,-0.007672124,5.743454978,,
2023/3/7,2023/3/7,0.004293082,5.772405185,,
2023/3/8,2023/3/8,0.024862262,5.940782496,,
2023/3/9,2023/3/9,-0.002490104,5.923499227,,
2023/3/10,2023/3/10,-0.003250793,5.900992366,,
2023/3/11,2023/3/11,0.007907237,5.955560144,,
2023/3/12,2023/3/12,-0.014865171,5.852164553,,
2023/3/13,2023/3/13,0.002530508,5.869504009,,
2023/3/14,2023/3/14,-0.002898152,5.849595145,,
2023/3/15,2023/3/15,-0.014202943,5.752310736,,
2023/3/16,2023/3/16,-6.37E-05,5.751880531,,
2023/3/17,2023/3/17,0.008577634,5.809795693,,
2023/3/18,2023/3/18,0.013656767,5.902795486,,
2023/3/19,2023/3/19,0.013777923,5.997901673,,
2023/3/20,2023/3/20,0.007474165,6.050205146,,
2023/3/21,2023/3/21,-0.005203179,6.013521665,,
2023/3/22,2023/3/22,-0.006761784,5.966097749,,
2023/3/23,2023/3/23,0.000986938,5.972972857,,
2023/3/24,2023/3/24,-0.001293664,5.963952175,,
2023/3/25,2023/3/25,0.001609915,5.975163546,,
2023/3/26,2023/3/26,-0.006410718,5.930447737,,
2023/3/27,2023/3/27,0.003868977,5.957261478,,
2023/3/28,2023/3/28,0.001547039,5.968024632,,
2023/3/29,2023/3/29,0.022660135,6.125921014,,
2023/3/30,2023/3/30,-0.002287083,6.109623438,,
2023/3/31,2023/3/31,0.007927375,6.165984088,,
2023/4/1,2023/4/1,-0.00564461,6.125534904,,
2023/4/2,2023/4/2,0.000478596,6.128945157,,
2023/4/3,2023/4/3,0.012853706,6.220578523,,
2023/4/4,2023/4/4,-0.011902534,6.134635344,,
2023/4/5,2023/4/5,-0.006495673,6.088291085,,
2023/4/6,2023/4/6,0.007689862,6.142799063,,
2023/4/7,2023/4/7,0.000865544,6.148981468,,
2023/4/8,2023/4/8,0.008273162,6.208126151,,
2023/4/9,2023/4/9,-0.003108114,6.18572247,,
2023/4/10,2023/4/10,0.003337005,6.209701264,,
2023/4/11,2023/4/11,0.007386936,6.262958869,,
2023/4/12,2023/4/12,0.002893328,6.283972991,,
2023/4/13,2023/4/13,-0.003729145,6.256809998,,
2023/4/14,2023/4/14,0.002820934,6.277280976,,
2023/4/15,2023/4/15,5.24E-05,6.277662301,,
2023/4/16,2023/4/16,0.003185053,6.300842039,,
2023/4/17,2023/4/17,-0.009352476,6.232561087,,
2023/4/18,2023/4/18,0.002754085,6.252480174,,
2023/4/19,2023/4/19,0.008596403,6.314825419,,
2023/4/20,2023/4/20,0.000362035,6.317473644,,
2023/4/21,2023/4/21,0.007114149,6.369531244,,
2023/4/22,2023/4/22,-0.001957497,6.35510541,,
2023/4/23,2023/4/23,-0.000601529,6.350681102,,
2023/4/24,2023/4/24,-0.002884283,6.329479659,,
2023/4/25,2023/4/25,-0.002316826,6.312498527,,
2023/4/26,2023/4/26,-0.001691072,6.300132568,,
2023/4/27,2023/4/27,-0.000837828,6.294016313,,
2023/4/28,2023/4/28,-0.001353374,6.284144783,,
2023/4/29,2023/4/29,0.006009102,6.327915954,,
2023/4/30,2023/4/30,-0.000544628,6.323924968,,
2023/5/1,2023/5/1,-0.000469344,6.320487529,,
2023/5/2,2023/5/2,0.003227787,6.3441165,,
2023/5/3,2023/5/3,0.000885643,6.350620764,,
2023/5/4,2023/5/4,-0.000923087,6.343835504,,
2023/5/5,2023/5/5,0.002110513,6.359334765,,
2023/5/6,2023/5/6,0.017244079,6.486239718,,
2023/5/7,2023/5/7,-0.007572546,6.429549821,,
2023/5/8,2023/5/8,0.027306945,6.63242813,,
2023/5/9,2023/5/9,-0.005002999,6.594243101,,
2023/5/10,2023/5/10,-0.006671389,6.543578954,,
2023/5/11,2023/5/11,0.021600729,6.706525757,,
2023/5/12,2023/5/12,-0.013210045,6.604722203,,
2023/5/13,2023/5/13,-0.004434861,6.57099632,,
2023/5/14,2023/5/14,-0.004949384,6.533524549,,
2023/5/15,2023/5/15,-0.004825489,6.497171607,,
2023/5/16,2023/5/16,0.001669129,6.509685353,,
2023/5/17,2023/5/17,0.003293753,6.534420404,,
2023/5/18,2023/5/18,-0.002280026,6.51724173,,
2023/5/19,2023/5/19,0.00170918,6.530090047,,
2023/5/20,2023/5/20,-0.005193755,6.490980607,,
2023/5/21,2023/5/21,0.00683005,6.54214438,,
2023/5/22,2023/5/22,0.00439307,6.575277551,,
2023/5/23,2023/5/23,0.002179747,6.591789739,,
2023/5/24,2023/5/24,0.023501787,6.77021036,,
2023/5/25,2023/5/25,0.000420159,6.773475088,,
2023/5/26,2023/5/26,-0.004795826,6.736194851,,
2023/5/27,2023/5/27,-0.013648219,6.630609572,,
2023/5/28,2023/5/28,0.010662889,6.711973912,,
2023/5/29,2023/5/29,0.008566615,6.778039426,,
2023/5/30,2023/5/30,0.021359701,6.944176022,,
2023/5/31,2023/5/31,0.002020292,6.960225577,,
2023/6/1,2023/6/1,0.005012108,7.000123087,,
2023/6/2,2023/6/2,-0.002475761,6.980316697,,
2023/6/3,2023/6/3,0.00362026,7.009207517,,
2023/6/4,2023/6/4,0.008954109,7.080922831,,
2023/6/5,2023/6/5,0.022544602,7.26310402,,
2023/6/6,2023/6/6,0.002373692,7.282718083,,
2023/6/7,2023/6/7,0.011230532,7.375737412,,
2023/6/8,2023/6/8,-0.000763108,7.369345818,,
2023/6/9,2023/6/9,-4.59E-05,7.368961442,,
2023/6/10,2023/6/10,0.007707629,7.433466292,,
2023/6/11,2023/6/11,-0.003803113,7.401392871,,
2023/6/12,2023/6/12,0.017914958,7.55190347,,
2023/6/13,2023/6/13,-0.007296999,7.489500237,,
2023/6/14,2023/6/14,0.003030306,7.515226019,,
2023/6/15,2023/6/15,-0.004599498,7.476060251,,
2023/6/16,2023/6/16,-0.003194353,7.448984724,,
2023/6/17,2023/6/17,-0.000778749,7.442405083,,
2023/6/18,2023/6/18,0.003704313,7.473678397,,
2023/6/19,2023/6/19,0.001111155,7.48309397,,
2023/6/20,2023/6/20,0.002576298,7.504948945,,
2023/6/21,2023/6/21,0.001320363,7.516178566,,
2023/6/22,2023/6/22,-0.000541801,7.51156449,,
2023/6/23,2023/6/23,0.0043784,7.548831521,,
2023/6/24,2023/6/24,0.019131791,7.712385982,,
2023/6/25,2023/6/25,-0.011284177,7.61407388,,
2023/6/26,2023/6/26,-0.003269318,7.585911737,,
2023/6/27,2023/6/27,-0.004717594,7.545406887,,
2023/6/28,2023/6/28,0.000702757,7.551412234,,
2023/6/29,2023/6/29,0.007075556,7.611918227,,
2023/6/30,2023/6/30,0.023910265,7.817831478,,
2023/7/1,2023/7/1,-0.003662133,7.785539403,,
2023/7/2,2023/7/2,0.001338699,7.797300598,,
2023/7/3,2023/7/3,-0.00535546,7.750187007,,
2023/7/4,2023/7/4,-0.00289151,7.724885755,,
2023/7/5,2023/7/5,-0.001113618,7.715169566,,
2023/7/6,2023/7/6,-0.008789738,7.638565511,,
2023/7/7,2023/7/7,-0.004456647,7.600066477,,
2023/7/8,2023/7/8,-0.008386711,7.527940201,,
2023/7/9,2023/7/9,-0.009161961,7.449807543,,
2023/7/10,2023/7/10,0.000949941,7.457834358,,
2023/7/11,2023/7/11,0.008072664,7.52611161,,
2023/7/12,2023/7/12,0.006102504,7.578142241,,
2023/7/13,2023/7/13,0.012796217,7.687910008,,
2023/7/14,2023/7/14,-0.019060231,7.522316435,,
2023/7/15,2023/7/15,0.007695265,7.587897915,,
2023/7/16,2023/7/16,-0.001076283,7.578654906,,
2023/7/17,2023/7/17,-0.000654813,7.573037487,,
2023/7/18,2023/7/18,-0.007473514,7.508966769,,
2023/7/19,2023/7/19,-0.000609674,7.503779074,,
2023/7/20,2023/7/20,0.005901974,7.553968155,,
2023/7/21,2023/7/21,-4.60E-05,7.553574676,,
2023/7/22,2023/7/22,0.010606373,7.644297082,,
2023/7/23,2023/7/23,0.011883328,7.7470201,,
2023/7/24,2023/7/24,0.003417992,7.776917342,,
2023/7/25,2023/7/25,-0.00362091,7.74513691,,
2023/7/26,2023/7/26,-0.00867731,7.669252645,,
2023/7/27,2023/7/27,0.000773488,7.675958206,,
2023/7/28,2023/7/28,-0.003257855,7.64769319,,
2023/7/29,2023/7/29,0.003299692,7.676227915,,
2023/7/30,2023/7/30,0.004923756,7.718947542,,
2023/7/31,2023/7/31,0.002843586,7.743740623,,
2023/8/1,2023/8/1,-0.003121071,7.716450787,,
2023/8/2,2023/8/2,-0.000443214,7.712587537,,
2023/8/3,2023/8/3,0.006475486,7.769005773,,
2023/8/4,2023/8/4,0.00430814,7.80678388,,
2023/8/5,2023/8/5,0.003507509,7.837673752,,
2023/8/6,2023/8/6,0.006398665,7.894223065,,
2023/8/7,2023/8/7,-0.003771227,7.860680933,,
2023/8/8,2023/8/8,0.005701532,7.911200385,,
2023/8/9,2023/8/9,-0.000306495,7.908469146,,
2023/8/10,2023/8/10,0.007086695,7.97160075,,
2023/8/11,2023/8/11,-0.002938259,7.945239863,,
2023/8/12,2023/8/12,0.007837015,8.015343838,,
2023/8/13,2023/8/13,0.013287057,8.135131225,,
2023/8/14,2023/8/14,5.88E-06,8.135184925,,
2023/8/15,2023/8/15,0.00822665,8.210336896,,
2023/8/16,2023/8/16,0.002116463,8.229830237,,
2023/8/17,2023/8/17,0.006771697,8.29233185,,
2023/8/18,2023/8/18,-0.007287054,8.224618125,,
2023/8/19,2023/8/19,0.002653022,8.249091244,,
2023/8/20,2023/8/20,-0.00697902,8.184541646,,
2023/8/21,2023/8/21,0.009756528,8.274150888,,
2023/8/22,2023/8/22,-0.002908998,8.2471724,,
2023/8/23,2023/8/23,0.00134834,8.259640732,,
2023/8/24,2023/8/24,0.004197114,8.298504497,,
2023/8/25,2023/8/25,0.004263945,8.338152812,,
2023/8/26,2023/8/26,-7.06E-05,8.337493214,,
2023/8/27,2023/8/27,0.011495365,8.444831111,,
2023/8/28,2023/8/28,-0.002529797,8.420937605,,
2023/8/29,2023/8/29,0.015771032,8.569515514,,
2023/8/30,2023/8/30,-0.005979464,8.512294942,,
2023/8/31,2023/8/31,0.005426481,8.563913226,,
2023/9/1,2023/9/1,0.01988866,8.754126641,,
2023/9/2,2023/9/2,0.010650051,8.858008589,,
2023/9/3,2023/9/3,-0.001952675,8.838759104,,
2023/9/4,2023/9/4,-0.0002733,8.836070176,,
2023/9/5,2023/9/5,0.013982573,8.973603746,,
2023/9/6,2023/9/6,-0.002102491,8.952634334,,
